#Terminal (i)	Terminal (j)	From time (i)	To time (j)	Node (i)	Node (j)	Transport time [TA]	Container Cost [TA]	Train length [TA]	Train cost [TA]	Rail Line Daily Capacity [TA]
9	10	15	20	359	485	5	1580	50	5067	0
9	10	16	21	384	510	5	1580	50	5067	0
9	10	17	22	409	535	5	1580	50	5067	0
9	10	18	23	434	560	5	1580	50	5067	0
9	10	19	24	459	585	5	1580	50	5067	0
9	10	20	25	484	610	5	1580	50	5067	0
9	10	21	26	509	635	5	1580	50	5067	0
9	10	22	27	534	660	5	1580	50	5067	0
9	10	23	28	559	685	5	1580	50	5067	0
9	10	24	29	584	710	5	1580	50	5067	0
9	10	25	30	609	735	5	1580	50	5067	0
9	10	26	31	634	760	5	1580	50	5067	0
9	10	27	32	659	785	5	1580	50	5067	0
9	10	28	33	684	810	5	1580	50	5067	0
9	10	29	34	709	835	5	1580	50	5067	0
9	10	30	35	734	860	5	1580	50	5067	0
9	10	31	36	759	885	5	1580	50	5067	0
9	10	32	37	784	910	5	1580	50	5067	0
9	10	33	38	809	935	5	1580	50	5067	0
9	10	34	39	834	960	5	1580	50	5067	0
9	10	35	40	859	985	5	1580	50	5067	0
9	11	1	5	9	111	4	1729	50	5278	0
9	11	2	6	34	136	4	1729	50	5278	0
9	11	3	7	59	161	4	1729	50	5278	0
9	11	4	8	84	186	4	1729	50	5278	0
9	11	5	9	109	211	4	1729	50	5278	0
9	11	6	10	134	236	4	1729	50	5278	0
9	11	7	11	159	261	4	1729	50	5278	0
9	11	8	12	184	286	4	1729	50	5278	0
9	11	9	13	209	311	4	1729	50	5278	0
9	11	10	14	234	336	4	1729	50	5278	0
9	11	11	15	259	361	4	1729	50	5278	0
9	11	12	16	284	386	4	1729	50	5278	0
9	11	13	17	309	411	4	1729	50	5278	0
9	11	14	18	334	436	4	1729	50	5278	0
9	11	15	19	359	461	4	1729	50	5278	0
9	11	16	20	384	486	4	1729	50	5278	0
9	11	17	21	409	511	4	1729	50	5278	0
9	11	18	22	434	536	4	1729	50	5278	0
9	11	19	23	459	561	4	1729	50	5278	0
9	11	20	24	484	586	4	1729	50	5278	0
9	11	21	25	509	611	4	1729	50	5278	0
9	11	22	26	534	636	4	1729	50	5278	0
9	11	23	27	559	661	4	1729	50	5278	0
9	11	24	28	584	686	4	1729	50	5278	0
9	11	25	29	609	711	4	1729	50	5278	0
9	11	26	30	634	736	4	1729	50	5278	0
9	11	27	31	659	761	4	1729	50	5278	0
9	11	28	32	684	786	4	1729	50	5278	0
9	11	29	33	709	811	4	1729	50	5278	0
9	11	30	34	734	836	4	1729	50	5278	0
9	11	31	35	759	861	4	1729	50	5278	0
9	11	32	36	784	886	4	1729	50	5278	0
9	11	33	37	809	911	4	1729	50	5278	0
9	11	34	38	834	936	4	1729	50	5278	0
9	11	35	39	859	961	4	1729	50	5278	0
9	11	36	40	884	986	4	1729	50	5278	0
9	12	1	5	9	112	4	1711	50	5727	0
9	12	2	6	34	137	4	1711	50	5727	0
9	12	3	7	59	162	4	1711	50	5727	0
9	12	4	8	84	187	4	1711	50	5727	0
9	12	5	9	109	212	4	1711	50	5727	0
9	12	6	10	134	237	4	1711	50	5727	0
9	12	7	11	159	262	4	1711	50	5727	0
9	12	8	12	184	287	4	1711	50	5727	0
9	12	9	13	209	312	4	1711	50	5727	0
9	12	10	14	234	337	4	1711	50	5727	0
9	12	11	15	259	362	4	1711	50	5727	0
9	12	12	16	284	387	4	1711	50	5727	0
9	12	13	17	309	412	4	1711	50	5727	0
9	12	14	18	334	437	4	1711	50	5727	0
9	12	15	19	359	462	4	1711	50	5727	0
9	12	16	20	384	487	4	1711	50	5727	0
9	12	17	21	409	512	4	1711	50	5727	0
9	12	18	22	434	537	4	1711	50	5727	0
9	12	19	23	459	562	4	1711	50	5727	0
9	12	20	24	484	587	4	1711	50	5727	0
9	12	21	25	509	612	4	1711	50	5727	0
9	12	22	26	534	637	4	1711	50	5727	0
9	12	23	27	559	662	4	1711	50	5727	0
9	12	24	28	584	687	4	1711	50	5727	0
9	12	25	29	609	712	4	1711	50	5727	0
9	12	26	30	634	737	4	1711	50	5727	0
9	12	27	31	659	762	4	1711	50	5727	0
9	12	28	32	684	787	4	1711	50	5727	0
9	12	29	33	709	812	4	1711	50	5727	0
9	12	30	34	734	837	4	1711	50	5727	0
9	12	31	35	759	862	4	1711	50	5727	0
9	12	32	36	784	887	4	1711	50	5727	0
9	12	33	37	809	912	4	1711	50	5727	0
9	12	34	38	834	937	4	1711	50	5727	0
9	12	35	39	859	962	4	1711	50	5727	0
9	12	36	40	884	987	4	1711	50	5727	0
9	13	1	5	9	113	4	1752	50	5900	10
9	13	2	6	34	138	4	1752	50	5900	10
9	13	3	7	59	163	4	1752	50	5900	10
9	13	4	8	84	188	4	1752	50	5900	10
9	13	5	9	109	213	4	1752	50	5900	10
9	13	6	10	134	238	4	1752	50	5900	10
9	13	7	11	159	263	4	1752	50	5900	10
9	13	8	12	184	288	4	1752	50	5900	10
9	13	9	13	209	313	4	1752	50	5900	10
9	13	10	14	234	338	4	1752	50	5900	10
9	13	11	15	259	363	4	1752	50	5900	10
9	13	12	16	284	388	4	1752	50	5900	10
9	13	13	17	309	413	4	1752	50	5900	10
9	13	14	18	334	438	4	1752	50	5900	10
9	13	15	19	359	463	4	1752	50	5900	10
9	13	16	20	384	488	4	1752	50	5900	10
9	13	17	21	409	513	4	1752	50	5900	10
9	13	18	22	434	538	4	1752	50	5900	10
9	13	19	23	459	563	4	1752	50	5900	10
9	13	20	24	484	588	4	1752	50	5900	10
9	13	21	25	509	613	4	1752	50	5900	10
9	13	22	26	534	638	4	1752	50	5900	10
9	13	23	27	559	663	4	1752	50	5900	10
9	13	24	28	584	688	4	1752	50	5900	10
9	13	25	29	609	713	4	1752	50	5900	10
9	13	26	30	634	738	4	1752	50	5900	10
9	13	27	31	659	763	4	1752	50	5900	10
9	13	28	32	684	788	4	1752	50	5900	10
9	13	29	33	709	813	4	1752	50	5900	10
9	13	30	34	734	838	4	1752	50	5900	10
9	13	31	35	759	863	4	1752	50	5900	10
9	13	32	36	784	888	4	1752	50	5900	10
9	13	33	37	809	913	4	1752	50	5900	10
9	13	34	38	834	938	4	1752	50	5900	10
9	13	35	39	859	963	4	1752	50	5900	10
9	13	36	40	884	988	4	1752	50	5900	10
10	14	1	11	10	264	10	3579	62	12572	10
10	14	2	12	35	289	10	3579	62	12572	10
10	14	3	13	60	314	10	3579	62	12572	10
10	14	4	14	85	339	10	3579	62	12572	10
10	14	5	15	110	364	10	3579	62	12572	10
10	14	6	16	135	389	10	3579	62	12572	10
10	14	7	17	160	414	10	3579	62	12572	10
10	14	8	18	185	439	10	3579	62	12572	10
10	14	9	19	210	464	10	3579	62	12572	10
10	14	10	20	235	489	10	3579	62	12572	10
10	14	11	21	260	514	10	3579	62	12572	10
10	14	12	22	285	539	10	3579	62	12572	10
10	14	13	23	310	564	10	3579	62	12572	10
10	14	14	24	335	589	10	3579	62	12572	10
10	14	15	25	360	614	10	3579	62	12572	10
10	14	16	26	385	639	10	3579	62	12572	10
10	14	17	27	410	664	10	3579	62	12572	10
10	14	18	28	435	689	10	3579	62	12572	10
10	14	19	29	460	714	10	3579	62	12572	10
10	14	20	30	485	739	10	3579	62	12572	10
10	14	21	31	510	764	10	3579	62	12572	10
10	14	22	32	535	789	10	3579	62	12572	10
10	14	23	33	560	814	10	3579	62	12572	10
10	14	24	34	585	839	10	3579	62	12572	10
10	14	25	35	610	864	10	3579	62	12572	10
10	14	26	36	635	889	10	3579	62	12572	10
10	14	27	37	660	914	10	3579	62	12572	10
10	14	28	38	685	939	10	3579	62	12572	10
10	14	29	39	710	964	10	3579	62	12572	10
10	14	30	40	735	989	10	3579	62	12572	10
10	15	1	13	10	315	12	3767	62	12347	10
10	15	2	14	35	340	12	3767	62	12347	10
10	15	3	15	60	365	12	3767	62	12347	10
10	15	4	16	85	390	12	3767	62	12347	10
10	15	5	17	110	415	12	3767	62	12347	10
10	15	6	18	135	440	12	3767	62	12347	10
10	15	7	19	160	465	12	3767	62	12347	10
10	15	8	20	185	490	12	3767	62	12347	10
10	15	9	21	210	515	12	3767	62	12347	10
10	15	10	22	235	540	12	3767	62	12347	10
10	15	11	23	260	565	12	3767	62	12347	10
10	15	12	24	285	590	12	3767	62	12347	10
10	15	13	25	310	615	12	3767	62	12347	10
10	15	14	26	335	640	12	3767	62	12347	10
10	15	15	27	360	665	12	3767	62	12347	10
10	15	16	28	385	690	12	3767	62	12347	10
10	15	17	29	410	715	12	3767	62	12347	10
10	15	18	30	435	740	12	3767	62	12347	10
10	15	19	31	460	765	12	3767	62	12347	10
10	15	20	32	485	790	12	3767	62	12347	10
10	15	21	33	510	815	12	3767	62	12347	10
10	15	22	34	535	840	12	3767	62	12347	10
10	15	23	35	560	865	12	3767	62	12347	10
10	15	24	36	585	890	12	3767	62	12347	10
10	15	25	37	610	915	12	3767	62	12347	10
10	15	26	38	635	940	12	3767	62	12347	10
10	15	27	39	660	965	12	3767	62	12347	10
10	15	28	40	685	990	12	3767	62	12347	10
10	16	1	14	10	341	13	3825	62	12746	0
10	16	2	15	35	366	13	3825	62	12746	0
10	16	3	16	60	391	13	3825	62	12746	0
10	16	4	17	85	416	13	3825	62	12746	0
10	16	5	18	110	441	13	3825	62	12746	0
10	16	6	19	135	466	13	3825	62	12746	0
10	16	7	20	160	491	13	3825	62	12746	0
10	16	8	21	185	516	13	3825	62	12746	0
10	16	9	22	210	541	13	3825	62	12746	0
10	16	10	23	235	566	13	3825	62	12746	0
10	16	11	24	260	591	13	3825	62	12746	0
10	16	12	25	285	616	13	3825	62	12746	0
10	16	13	26	310	641	13	3825	62	12746	0
10	16	14	27	335	666	13	3825	62	12746	0
10	16	15	28	360	691	13	3825	62	12746	0
10	16	16	29	385	716	13	3825	62	12746	0
10	16	17	30	410	741	13	3825	62	12746	0
10	16	18	31	435	766	13	3825	62	12746	0
10	16	19	32	460	791	13	3825	62	12746	0
10	16	20	33	485	816	13	3825	62	12746	0
10	16	21	34	510	841	13	3825	62	12746	0
10	16	22	35	535	866	13	3825	62	12746	0
10	16	23	36	560	891	13	3825	62	12746	0
10	16	24	37	585	916	13	3825	62	12746	0
10	16	25	38	610	941	13	3825	62	12746	0
10	16	26	39	635	966	13	3825	62	12746	0
10	16	27	40	660	991	13	3825	62	12746	0
11	14	1	13	11	314	12	3589	62	12410	10
11	14	2	14	36	339	12	3589	62	12410	10
11	14	3	15	61	364	12	3589	62	12410	10
11	14	4	16	86	389	12	3589	62	12410	10
11	14	5	17	111	414	12	3589	62	12410	10
11	14	6	18	136	439	12	3589	62	12410	10
11	14	7	19	161	464	12	3589	62	12410	10
11	14	8	20	186	489	12	3589	62	12410	10
11	14	9	21	211	514	12	3589	62	12410	10
11	14	10	22	236	539	12	3589	62	12410	10
11	14	11	23	261	564	12	3589	62	12410	10
11	14	12	24	286	589	12	3589	62	12410	10
11	14	13	25	311	614	12	3589	62	12410	10
11	14	14	26	336	639	12	3589	62	12410	10
11	14	15	27	361	664	12	3589	62	12410	10
11	14	16	28	386	689	12	3589	62	12410	10
11	14	17	29	411	714	12	3589	62	12410	10
11	14	18	30	436	739	12	3589	62	12410	10
11	14	19	31	461	764	12	3589	62	12410	10
11	14	20	32	486	789	12	3589	62	12410	10
11	14	21	33	511	814	12	3589	62	12410	10
11	14	22	34	536	839	12	3589	62	12410	10
11	14	23	35	561	864	12	3589	62	12410	10
11	14	24	36	586	889	12	3589	62	12410	10
11	14	25	37	611	914	12	3589	62	12410	10
11	14	26	38	636	939	12	3589	62	12410	10
11	14	27	39	661	964	12	3589	62	12410	10
11	14	28	40	686	989	12	3589	62	12410	10
11	15	1	15	11	365	14	3838	62	12064	10
11	15	2	16	36	390	14	3838	62	12064	10
11	15	3	17	61	415	14	3838	62	12064	10
11	15	4	18	86	440	14	3838	62	12064	10
11	15	5	19	111	465	14	3838	62	12064	10
11	15	6	20	136	490	14	3838	62	12064	10
11	15	7	21	161	515	14	3838	62	12064	10
11	15	8	22	186	540	14	3838	62	12064	10
11	15	9	23	211	565	14	3838	62	12064	10
11	15	10	24	236	590	14	3838	62	12064	10
11	15	11	25	261	615	14	3838	62	12064	10
11	15	12	26	286	640	14	3838	62	12064	10
11	15	13	27	311	665	14	3838	62	12064	10
11	15	14	28	336	690	14	3838	62	12064	10
11	15	15	29	361	715	14	3838	62	12064	10
11	15	16	30	386	740	14	3838	62	12064	10
11	15	17	31	411	765	14	3838	62	12064	10
11	15	18	32	436	790	14	3838	62	12064	10
11	15	19	33	461	815	14	3838	62	12064	10
11	15	20	34	486	840	14	3838	62	12064	10
11	15	21	35	511	865	14	3838	62	12064	10
11	15	22	36	536	890	14	3838	62	12064	10
11	15	23	37	561	915	14	3838	62	12064	10
11	15	24	38	586	940	14	3838	62	12064	10
11	15	25	39	611	965	14	3838	62	12064	10
11	15	26	40	636	990	14	3838	62	12064	10
11	16	1	12	11	291	11	3606	62	12316	10
11	16	2	13	36	316	11	3606	62	12316	10
11	16	3	14	61	341	11	3606	62	12316	10
11	16	4	15	86	366	11	3606	62	12316	10
11	16	5	16	111	391	11	3606	62	12316	10
11	16	6	17	136	416	11	3606	62	12316	10
11	16	7	18	161	441	11	3606	62	12316	10
11	16	8	19	186	466	11	3606	62	12316	10
11	16	9	20	211	491	11	3606	62	12316	10
11	16	10	21	236	516	11	3606	62	12316	10
11	16	11	22	261	541	11	3606	62	12316	10
11	16	12	23	286	566	11	3606	62	12316	10
11	16	13	24	311	591	11	3606	62	12316	10
11	16	14	25	336	616	11	3606	62	12316	10
11	16	15	26	361	641	11	3606	62	12316	10
11	16	16	27	386	666	11	3606	62	12316	10
11	16	17	28	411	691	11	3606	62	12316	10
11	16	18	29	436	716	11	3606	62	12316	10
11	16	19	30	461	741	11	3606	62	12316	10
11	16	20	31	486	766	11	3606	62	12316	10
11	16	21	32	511	791	11	3606	62	12316	10
11	16	22	33	536	816	11	3606	62	12316	10
11	16	23	34	561	841	11	3606	62	12316	10
11	16	24	35	586	866	11	3606	62	12316	10
11	16	25	36	611	891	11	3606	62	12316	10
11	16	26	37	636	916	11	3606	62	12316	10
11	16	27	38	661	941	11	3606	62	12316	10
11	16	28	39	686	966	11	3606	62	12316	10
11	16	29	40	711	991	11	3606	62	12316	10
12	14	1	16	12	389	15	3959	62	12500	5
12	14	2	17	37	414	15	3959	62	12500	5
12	14	3	18	62	439	15	3959	62	12500	5
12	14	4	19	87	464	15	3959	62	12500	5
12	14	5	20	112	489	15	3959	62	12500	5
12	14	6	21	137	514	15	3959	62	12500	5
12	14	7	22	162	539	15	3959	62	12500	5
12	14	8	23	187	564	15	3959	62	12500	5
12	14	9	24	212	589	15	3959	62	12500	5
12	14	10	25	237	614	15	3959	62	12500	5
12	14	11	26	262	639	15	3959	62	12500	5
12	14	12	27	287	664	15	3959	62	12500	5
12	14	13	28	312	689	15	3959	62	12500	5
12	14	14	29	337	714	15	3959	62	12500	5
12	14	15	30	362	739	15	3959	62	12500	5
12	14	16	31	387	764	15	3959	62	12500	5
12	14	17	32	412	789	15	3959	62	12500	5
12	14	18	33	437	814	15	3959	62	12500	5
12	14	19	34	462	839	15	3959	62	12500	5
12	14	20	35	487	864	15	3959	62	12500	5
12	14	21	36	512	889	15	3959	62	12500	5
12	14	22	37	537	914	15	3959	62	12500	5
12	14	23	38	562	939	15	3959	62	12500	5
12	14	24	39	587	964	15	3959	62	12500	5
12	14	25	40	612	989	15	3959	62	12500	5
12	15	1	16	12	390	15	3716	62	12422	10
12	15	2	17	37	415	15	3716	62	12422	10
12	15	3	18	62	440	15	3716	62	12422	10
12	15	4	19	87	465	15	3716	62	12422	10
12	15	5	20	112	490	15	3716	62	12422	10
12	15	6	21	137	515	15	3716	62	12422	10
12	15	7	22	162	540	15	3716	62	12422	10
12	15	8	23	187	565	15	3716	62	12422	10
12	15	9	24	212	590	15	3716	62	12422	10
12	15	10	25	237	615	15	3716	62	12422	10
12	15	11	26	262	640	15	3716	62	12422	10
12	15	12	27	287	665	15	3716	62	12422	10
12	15	13	28	312	690	15	3716	62	12422	10
12	15	14	29	337	715	15	3716	62	12422	10
12	15	15	30	362	740	15	3716	62	12422	10
12	15	16	31	387	765	15	3716	62	12422	10
12	15	17	32	412	790	15	3716	62	12422	10
12	15	18	33	437	815	15	3716	62	12422	10
12	15	19	34	462	840	15	3716	62	12422	10
12	15	20	35	487	865	15	3716	62	12422	10
12	15	21	36	512	890	15	3716	62	12422	10
12	15	22	37	537	915	15	3716	62	12422	10
12	15	23	38	562	940	15	3716	62	12422	10
12	15	24	39	587	965	15	3716	62	12422	10
12	15	25	40	612	990	15	3716	62	12422	10
12	16	1	14	12	341	13	3676	62	12404	10
12	16	2	15	37	366	13	3676	62	12404	10
12	16	3	16	62	391	13	3676	62	12404	10
12	16	4	17	87	416	13	3676	62	12404	10
12	16	5	18	112	441	13	3676	62	12404	10
12	16	6	19	137	466	13	3676	62	12404	10
12	16	7	20	162	491	13	3676	62	12404	10
12	16	8	21	187	516	13	3676	62	12404	10
12	16	9	22	212	541	13	3676	62	12404	10
12	16	10	23	237	566	13	3676	62	12404	10
12	16	11	24	262	591	13	3676	62	12404	10
12	16	12	25	287	616	13	3676	62	12404	10
12	16	13	26	312	641	13	3676	62	12404	10
12	16	14	27	337	666	13	3676	62	12404	10
12	16	15	28	362	691	13	3676	62	12404	10
12	16	16	29	387	716	13	3676	62	12404	10
12	16	17	30	412	741	13	3676	62	12404	10
12	16	18	31	437	766	13	3676	62	12404	10
12	16	19	32	462	791	13	3676	62	12404	10
12	16	20	33	487	816	13	3676	62	12404	10
12	16	21	34	512	841	13	3676	62	12404	10
12	16	22	35	537	866	13	3676	62	12404	10
12	16	23	36	562	891	13	3676	62	12404	10
12	16	24	37	587	916	13	3676	62	12404	10
12	16	25	38	612	941	13	3676	62	12404	10
12	16	26	39	637	966	13	3676	62	12404	10
12	16	27	40	662	991	13	3676	62	12404	10
13	14	1	15	13	364	14	3666	62	12276	10
13	14	2	16	38	389	14	3666	62	12276	10
13	14	3	17	63	414	14	3666	62	12276	10
13	14	4	18	88	439	14	3666	62	12276	10
13	14	5	19	113	464	14	3666	62	12276	10
13	14	6	20	138	489	14	3666	62	12276	10
13	14	7	21	163	514	14	3666	62	12276	10
13	14	8	22	188	539	14	3666	62	12276	10
13	14	9	23	213	564	14	3666	62	12276	10
13	14	10	24	238	589	14	3666	62	12276	10
13	14	11	25	263	614	14	3666	62	12276	10
13	14	12	26	288	639	14	3666	62	12276	10
13	14	13	27	313	664	14	3666	62	12276	10
13	14	14	28	338	689	14	3666	62	12276	10
13	14	15	29	363	714	14	3666	62	12276	10
13	14	16	30	388	739	14	3666	62	12276	10
13	14	17	31	413	764	14	3666	62	12276	10
13	14	18	32	438	789	14	3666	62	12276	10
13	14	19	33	463	814	14	3666	62	12276	10
13	14	20	34	488	839	14	3666	62	12276	10
13	14	21	35	513	864	14	3666	62	12276	10
13	14	22	36	538	889	14	3666	62	12276	10
13	14	23	37	563	914	14	3666	62	12276	10
13	14	24	38	588	939	14	3666	62	12276	10
13	14	25	39	613	964	14	3666	62	12276	10
13	14	26	40	638	989	14	3666	62	12276	10
13	15	1	15	13	365	14	3635	62	12041	0
13	15	2	16	38	390	14	3635	62	12041	0
13	15	3	17	63	415	14	3635	62	12041	0
13	15	4	18	88	440	14	3635	62	12041	0
13	15	5	19	113	465	14	3635	62	12041	0
13	15	6	20	138	490	14	3635	62	12041	0
13	15	7	21	163	515	14	3635	62	12041	0
13	15	8	22	188	540	14	3635	62	12041	0
13	15	9	23	213	565	14	3635	62	12041	0
13	15	10	24	238	590	14	3635	62	12041	0
13	15	11	25	263	615	14	3635	62	12041	0
13	15	12	26	288	640	14	3635	62	12041	0
13	15	13	27	313	665	14	3635	62	12041	0
13	15	14	28	338	690	14	3635	62	12041	0
13	15	15	29	363	715	14	3635	62	12041	0
13	15	16	30	388	740	14	3635	62	12041	0
13	15	17	31	413	765	14	3635	62	12041	0
13	15	18	32	438	790	14	3635	62	12041	0
13	15	19	33	463	815	14	3635	62	12041	0
13	15	20	34	488	840	14	3635	62	12041	0
13	15	21	35	513	865	14	3635	62	12041	0
13	15	22	36	538	890	14	3635	62	12041	0
13	15	23	37	563	915	14	3635	62	12041	0
13	15	24	38	588	940	14	3635	62	12041	0
13	15	25	39	613	965	14	3635	62	12041	0
13	15	26	40	638	990	14	3635	62	12041	0
13	16	1	12	13	291	11	3752	62	12120	10
13	16	2	13	38	316	11	3752	62	12120	10
13	16	3	14	63	341	11	3752	62	12120	10
13	16	4	15	88	366	11	3752	62	12120	10
13	16	5	16	113	391	11	3752	62	12120	10
13	16	6	17	138	416	11	3752	62	12120	10
13	16	7	18	163	441	11	3752	62	12120	10
13	16	8	19	188	466	11	3752	62	12120	10
13	16	9	20	213	491	11	3752	62	12120	10
13	16	10	21	238	516	11	3752	62	12120	10
13	16	11	22	263	541	11	3752	62	12120	10
13	16	12	23	288	566	11	3752	62	12120	10
13	16	13	24	313	591	11	3752	62	12120	10
13	16	14	25	338	616	11	3752	62	12120	10
13	16	15	26	363	641	11	3752	62	12120	10
13	16	16	27	388	666	11	3752	62	12120	10
13	16	17	28	413	691	11	3752	62	12120	10
13	16	18	29	438	716	11	3752	62	12120	10
13	16	19	30	463	741	11	3752	62	12120	10
13	16	20	31	488	766	11	3752	62	12120	10
13	16	21	32	513	791	11	3752	62	12120	10
13	16	22	33	538	816	11	3752	62	12120	10
13	16	23	34	563	841	11	3752	62	12120	10
13	16	24	35	588	866	11	3752	62	12120	10
13	16	25	36	613	891	11	3752	62	12120	10
13	16	26	37	638	916	11	3752	62	12120	10
13	16	27	38	663	941	11	3752	62	12120	10
13	16	28	39	688	966	11	3752	62	12120	10
13	16	29	40	713	991	11	3752	62	12120	10
14	17	1	6	14	142	5	1143	42	7421	5
14	17	2	7	39	167	5	1143	42	7421	5
14	17	3	8	64	192	5	1143	42	7421	5
14	17	4	9	89	217	5	1143	42	7421	5
14	17	5	10	114	242	5	1143	42	7421	5
14	17	6	11	139	267	5	1143	42	7421	5
14	17	7	12	164	292	5	1143	42	7421	5
14	17	8	13	189	317	5	1143	42	7421	5
14	17	9	14	214	342	5	1143	42	7421	5
14	17	10	15	239	367	5	1143	42	7421	5
14	17	11	16	264	392	5	1143	42	7421	5
14	17	12	17	289	417	5	1143	42	7421	5
14	17	13	18	314	442	5	1143	42	7421	5
14	17	14	19	339	467	5	1143	42	7421	5
14	17	15	20	364	492	5	1143	42	7421	5
14	17	16	21	389	517	5	1143	42	7421	5
14	17	17	22	414	542	5	1143	42	7421	5
14	17	18	23	439	567	5	1143	42	7421	5
14	17	19	24	464	592	5	1143	42	7421	5
14	17	20	25	489	617	5	1143	42	7421	5
14	17	21	26	514	642	5	1143	42	7421	5
14	17	22	27	539	667	5	1143	42	7421	5
14	17	23	28	564	692	5	1143	42	7421	5
14	17	24	29	589	717	5	1143	42	7421	5
14	17	25	30	614	742	5	1143	42	7421	5
14	17	26	31	639	767	5	1143	42	7421	5
14	17	27	32	664	792	5	1143	42	7421	5
14	17	28	33	689	817	5	1143	42	7421	5
14	17	29	34	714	842	5	1143	42	7421	5
14	17	30	35	739	867	5	1143	42	7421	5
14	17	31	36	764	892	5	1143	42	7421	5
14	17	32	37	789	917	5	1143	42	7421	5
14	17	33	38	814	942	5	1143	42	7421	5
14	17	34	39	839	967	5	1143	42	7421	5
14	17	35	40	864	992	5	1143	42	7421	5
14	18	1	5	14	118	4	1173	42	7508	10
14	18	2	6	39	143	4	1173	42	7508	10
14	18	3	7	64	168	4	1173	42	7508	10
14	18	4	8	89	193	4	1173	42	7508	10
14	18	5	9	114	218	4	1173	42	7508	10
14	18	6	10	139	243	4	1173	42	7508	10
14	18	7	11	164	268	4	1173	42	7508	10
14	18	8	12	189	293	4	1173	42	7508	10
14	18	9	13	214	318	4	1173	42	7508	10
14	18	10	14	239	343	4	1173	42	7508	10
14	18	11	15	264	368	4	1173	42	7508	10
14	18	12	16	289	393	4	1173	42	7508	10
14	18	13	17	314	418	4	1173	42	7508	10
14	18	14	18	339	443	4	1173	42	7508	10
14	18	15	19	364	468	4	1173	42	7508	10
14	18	16	20	389	493	4	1173	42	7508	10
14	18	17	21	414	518	4	1173	42	7508	10
14	18	18	22	439	543	4	1173	42	7508	10
14	18	19	23	464	568	4	1173	42	7508	10
14	18	20	24	489	593	4	1173	42	7508	10
14	18	21	25	514	618	4	1173	42	7508	10
14	18	22	26	539	643	4	1173	42	7508	10
14	18	23	27	564	668	4	1173	42	7508	10
14	18	24	28	589	693	4	1173	42	7508	10
14	18	25	29	614	718	4	1173	42	7508	10
14	18	26	30	639	743	4	1173	42	7508	10
14	18	27	31	664	768	4	1173	42	7508	10
14	18	28	32	689	793	4	1173	42	7508	10
14	18	29	33	714	818	4	1173	42	7508	10
14	18	30	34	739	843	4	1173	42	7508	10
14	18	31	35	764	868	4	1173	42	7508	10
14	18	32	36	789	893	4	1173	42	7508	10
14	18	33	37	814	918	4	1173	42	7508	10
14	18	34	38	839	943	4	1173	42	7508	10
14	18	35	39	864	968	4	1173	42	7508	10
14	18	36	40	889	993	4	1173	42	7508	10
14	19	1	5	14	119	4	1007	42	7668	10
14	19	2	6	39	144	4	1007	42	7668	10
14	19	3	7	64	169	4	1007	42	7668	10
14	19	4	8	89	194	4	1007	42	7668	10
14	19	5	9	114	219	4	1007	42	7668	10
14	19	6	10	139	244	4	1007	42	7668	10
14	19	7	11	164	269	4	1007	42	7668	10
14	19	8	12	189	294	4	1007	42	7668	10
14	19	9	13	214	319	4	1007	42	7668	10
14	19	10	14	239	344	4	1007	42	7668	10
14	19	11	15	264	369	4	1007	42	7668	10
14	19	12	16	289	394	4	1007	42	7668	10
14	19	13	17	314	419	4	1007	42	7668	10
14	19	14	18	339	444	4	1007	42	7668	10
14	19	15	19	364	469	4	1007	42	7668	10
14	19	16	20	389	494	4	1007	42	7668	10
14	19	17	21	414	519	4	1007	42	7668	10
14	19	18	22	439	544	4	1007	42	7668	10
14	19	19	23	464	569	4	1007	42	7668	10
14	19	20	24	489	594	4	1007	42	7668	10
14	19	21	25	514	619	4	1007	42	7668	10
14	19	22	26	539	644	4	1007	42	7668	10
14	19	23	27	564	669	4	1007	42	7668	10
14	19	24	28	589	694	4	1007	42	7668	10
14	19	25	29	614	719	4	1007	42	7668	10
14	19	26	30	639	744	4	1007	42	7668	10
14	19	27	31	664	769	4	1007	42	7668	10
14	19	28	32	689	794	4	1007	42	7668	10
14	19	29	33	714	819	4	1007	42	7668	10
14	19	30	34	739	844	4	1007	42	7668	10
14	19	31	35	764	869	4	1007	42	7668	10
14	19	32	36	789	894	4	1007	42	7668	10
14	19	33	37	814	919	4	1007	42	7668	10
14	19	34	38	839	944	4	1007	42	7668	10
14	19	35	39	864	969	4	1007	42	7668	10
14	19	36	40	889	994	4	1007	42	7668	10
14	20	1	6	14	145	5	1157	42	7086	0
14	20	2	7	39	170	5	1157	42	7086	0
14	20	3	8	64	195	5	1157	42	7086	0
14	20	4	9	89	220	5	1157	42	7086	0
14	20	5	10	114	245	5	1157	42	7086	0
14	20	6	11	139	270	5	1157	42	7086	0
14	20	7	12	164	295	5	1157	42	7086	0
14	20	8	13	189	320	5	1157	42	7086	0
14	20	9	14	214	345	5	1157	42	7086	0
14	20	10	15	239	370	5	1157	42	7086	0
14	20	11	16	264	395	5	1157	42	7086	0
14	20	12	17	289	420	5	1157	42	7086	0
14	20	13	18	314	445	5	1157	42	7086	0
14	20	14	19	339	470	5	1157	42	7086	0
14	20	15	20	364	495	5	1157	42	7086	0
14	20	16	21	389	520	5	1157	42	7086	0
14	20	17	22	414	545	5	1157	42	7086	0
